ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,views,label
25,-3763.07198344,-3291.70077422,-453.970509435,-8.9885269364,135.521651578,-1185.84616687,198.485033214,362.840433257,520.386742378,-100.268258701,307.435038656,74.110701023,-27.7301662653,-84.5072697403,63.6045549362,0.3197837545,3.5983693566,-13.5249508106,-4.4282532997,-20.1107641222,-11.1959887561,-17.160723338,2.1038283409,-1.1520803532,0.718424552,-9.1624067217,-1.1870168066,3.5672244974,-3.4609918329,1.4422227544,-2.7233090221,-3.185948015,3.6713433837,1.2882985377,0.9136477012,-0.2659706091,1.4600385162,1.6089409887,-0.9356431491,-0.9662436185,-1.3544576382,0.2799615452,0.6740312379,0.5089634226,-0.4885544986,0.7819423487,0.0279937086,-0.0598237751,0.2885772875,0.2677203589,87030,3
26,-397.048601739,-7149.96622297,-4677.45849,1137.97723768,-1161.70363519,-5.7944649989,-874.112872177,-340.280791986,757.939380677,-483.344970016,-56.2612603549,-58.2278867796,-29.9444508553,-49.0393109666,30.7225871316,-36.9479321941,-1.9069309008,-22.6841171992,-42.5448957335,53.0766933065,-44.18808588,-7.3777004956,-11.2770283055,-0.8603940279,10.3313339506,8.3988607173,-3.7633265797,4.8349843672,-5.9690162859,-4.6931288571,-0.7222666507,1.0104107883,0.0351861043,-3.7162755988,5.1690148688,5.4985941923,-2.4972259862,-1.0990018711,-0.0511385347,-0.780296329,-0.8097694376,-0.692006976,-0.2104099226,0.0829498815,0.9671010289,0.1422079891,-0.0791453817,-0.1824852143,0.3936481581,0.3617381623,14169,1
27,409.191987381,-3270.57777842,-3826.87823907,-548.568766483,-836.085924162,-517.899830425,137.171546025,-141.210930815,744.914167048,-303.350030485,173.47942408,-36.3448780071,-115.187201878,-47.3950549082,25.8635333767,-10.5864382115,20.1213371994,-22.6881188109,-28.2212023362,1.9997714383,-44.8542820282,-29.4115505052,-10.1835525188,11.1244057016,1.355395368,-1.7801240716,0.0230396121,-2.6411534065,5.0811826878,0.0707603573,-0.0837157716,3.4912611319,-0.7940728314,2.3601434042,0.379951911,-0.2002982021,0.5098021279,1.2086896792,-0.6713964143,-0.7924209918,0.2757542327,0.5388662276,0.4852912979,-0.183603432,-0.4481528648,0.4007665799,-0.1552639357,0.8653294695,0.2442479842,-0.0220272266,14838,1
28,-1453.94063056,1586.99165791,-2395.50105583,-2619.22149628,-302.499675276,-328.536614979,-166.925679723,-358.734443058,126.220067805,240.66890262,-4.1041667335,-28.124881985,-2.0644352527,104.95210931,37.5132183931,21.3007293259,23.3633020031,8.1924175637,2.6204622577,-38.2522825109,1.910934761,-8.5331156741,12.9507938676,-2.1036687736,1.7946007179,-8.2617220206,-3.8379902142,-2.8830857936,4.9265624619,6.6946077023,0.8391624379,-0.7808245017,4.2656284088,0.9006650285,-1.9225450418,-0.1593803736,0.8959967757,0.1305312277,3.6038076887,-2.8803284302,-1.3444004084,0.3234262686,2.1875275929,0.8915797908,-1.1944879192,-1.0455759414,-0.0560644442,-0.1578526191,-0.2932038421,-0.3275510205,17840,1
29,-3587.05017937,-1079.03562394,-1823.03506766,-989.719014301,-1204.42542367,-167.622308401,-390.874434432,-630.625196841,276.963710917,310.104598754,-110.895937373,105.089594611,113.300009401,55.4067182578,-70.4236160985,-72.2163390515,52.0861231306,-15.0231553854,-36.0360753224,-10.0369247445,-15.5422940666,-8.2691566893,5.0652658291,12.8250475748,-1.9578052499,-1.8476124336,-4.1375767976,-3.3593902076,-2.8279452715,7.2520362571,-4.3615932352,0.3012732639,0.5375044341,1.7705597431,-3.0626735811,-0.651910779,1.5036611485,1.4707103687,-0.2169951773,-1.8302898276,-0.5910726539,-1.1699860722,1.1447745634,0.051595243,-0.5245032342,0.9463400261,-0.7013753855,0.1780505234,0.1633657327,-0.1493914262,26097,2
30,-1945.28345986,2831.2830938,-2856.96943465,-3157.16535394,-20.4712275734,-449.514301986,138.726845136,-333.377216046,104.053292781,187.709990409,-17.5766305501,-111.756894484,45.5252908097,153.938223189,-40.0593394522,30.468482294,-14.17028304,33.8606133362,-15.8232137801,21.386777692,-28.0419657957,7.99775109,-4.4431061984,-0.5136045349,2.8046927209,-3.5027510244,-2.5494082784,3.80735857,-9.767049027,-2.1128267532,2.0731846977,-1.7208812626,1.9316813242,-1.5254470633,-0.6726185835,0.8942348205,0.2468671866,-0.5325687191,-1.0855024228,0.2010441278,-1.853050906,-0.7670736243,0.6303670282,0.5858087674,0.1218569267,0.2166907865,0.0723086765,-0.2234227916,-0.2015880608,0.0825724222,47298,2
31,-11898.5570742,-2882.64478936,553.757761998,-1471.30107097,-127.078770813,-838.709788846,-198.190630951,-387.314878246,-388.922917087,-233.850415193,70.7831561182,140.068580319,-194.172794094,82.3669944366,-67.6323738088,-97.6141229236,3.5026916489,11.2855275643,-0.6620040184,36.3741018669,40.0979030231,78.1188490861,-12.8466790707,68.1010916689,-21.1810824699,-0.3109787246,8.2246205527,-22.2153460674,-9.7514788608,-8.4494027734,-5.7274215862,26.3205684552,24.1564628439,-4.5926176368,10.1681288648,0.1910489862,2.5055930863,0.7819501839,1.0041900418,0.5070355649,-1.398884621,2.0541252758,-2.0206539277,-0.9669924144,-1.985380429,-1.0356698759,0.6592866268,0.9864313313,0.1814630287,-0.3434866371,36728,2
32,-2838.09464047,-2854.48705419,-2097.9176418,-371.89613789,-1143.07737296,166.841048325,336.14004004,-320.19431915,539.089904181,-308.503144519,234.477781876,-27.2722400489,-37.312128537,-33.4775944698,-49.6061425156,56.8036584219,13.3873474338,-14.3163119343,-2.7828861918,-16.2833972732,6.481307897,14.638816092,-13.1521105663,-2.442013682,14.7645372601,-9.0672020275,-0.6301224599,-4.2701222236,4.8744787332,-0.8796656249,-0.2481846068,4.4601116347,-2.484207331,-1.3230716515,0.0007389445,-1.9366125359,-0.6427923347,-2.1708987318,-1.2155959559,0.2924391499,0.8807888357,-0.9000017903,-0.2963561742,-1.1583369108,-1.4144200272,-0.444791434,-0.3875337999,1.6426603213,-0.5163532614,2.3973148061,22418,2
33,-5460.54503223,-5031.52470834,1146.34673804,1560.29399557,-80.4785842449,-1806.43754262,1297.65492393,-401.726312436,357.206660184,224.039783102,417.430711429,3.2107008239,-74.2789310129,-15.9027408729,-64.9689870411,-43.6735302158,16.4284771724,64.8541662664,12.3436263074,-15.3884077653,-28.9219509577,14.8348193088,-6.3255426504,-2.6662235931,-1.3391693767,8.7721647394,-6.1797057591,1.0748369995,-1.2591857362,1.811152427,0.100864433,2.2908395217,1.0875722514,-0.4500203884,-2.4129643111,-0.2799468002,2.1308924124,-0.0292704158,-1.755714892,-1.3334018148,-1.3569562011,0.5702985991,0.7815504091,1.2865740551,1.1021253305,-0.3028095665,0.3111736666,-0.0874182235,0.1839120075,-0.0381373537,4975,1
34,-1367.3314202,-3071.34922089,-2324.93372346,34.7445079085,-1116.48261643,-856.786356877,483.40487174,16.9240745654,451.420135705,-334.777291115,76.2811705533,-238.361823804,77.2566183999,-37.7395720475,-159.263519473,-27.8430687709,-18.2235433077,-19.2507258858,-55.9937690085,67.5624603533,-26.9689348986,-2.561465448,-0.1747199636,4.0275092451,-0.070439538,2.4047037678,-6.8141084168,-3.5694052139,10.1928575468,1.1906559617,-1.8928554878,-1.8722817292,1.7060471233,-0.0812348381,-1.0534416284,2.3450671086,-0.2067909987,0.1404485313,0.4275093269,0.044212235,-0.9628358962,-0.4719575312,0.283734511,0.6197493643,-0.0674830617,0.3112324552,0.8261980848,-0.0992844578,-0.5046716973,-0.4095233622,37812,2
35,-3919.1409073,612.46513128,-2019.57891916,-2088.05784312,655.893653819,-1342.81961432,572.486946847,-357.13578657,654.446133306,1.3596998795,258.58040585,-56.5808374384,27.8799569709,195.796377825,14.356183434,15.1591090617,9.8492072722,8.8939490975,-12.4887563108,-7.6947606858,-7.4883913004,-9.1274187198,-4.814679229,1.9832821073,3.6592149735,-3.3853737955,2.4860634289,2.4098179119,-6.5723892607,-2.576078838,5.6591314241,-4.5034527495,1.9785161007,-0.8022269567,-0.1112428893,1.9748924983,-0.5308960913,-0.5530477609,0.3126144031,0.3035662877,-2.2019689146,-0.7457602612,0.7855890359,-0.0950769831,-0.8379999749,0.4312555261,-0.0113104421,0.0241800337,0.8249853278,-0.0993677891,51226,2
