data_set_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
87,8596.3139612001,2793.2727075933,720.0289199011,2170.1694013155,1299.2252200265,481.0915268217,145.7948612063,-119.4403359371,-602.3894803434,-69.6303124165,-53.2690626189,67.1310425366,-100.8978731911,-28.4362949674,-63.2569415388,-29.4862954282,-60.8703857362,21.0393624454,-12.9364307592,-35.1537727841,43053,2
88,9158.4728752962,-3121.4384659561,1970.8059229379,862.6693714088,-519.6692096952,-496.4469101824,-43.5484938763,-56.6683824295,-451.2097892533,-182.8049769428,-270.2007852056,-162.0064383915,115.7327767488,-69.9384108176,27.599926447,-123.000214925,-14.1197296843,-14.6392344093,-22.8509443001,-14.3301682095,30961,2
89,3029.3485028457,-7220.8850232699,763.7046846126,96.1950087054,-1284.3017701792,345.3462500808,-176.1325542783,335.5456733246,-517.2464082439,494.5306257688,-43.6580287767,161.2788626426,46.9558349026,-125.2302569238,26.8817056094,-85.9650983631,-51.7802589337,-3.9918366984,-53.5323379523,1.4168523859,46624,2
90,1363.447680784,-696.4312608063,1336.2370090715,-1163.0319728876,-402.6228530148,-661.2515640417,435.6628469693,219.5111225351,-260.9482493306,100.6697299559,-48.3103224252,109.2430249027,83.5870621431,-11.4583368836,-28.4514669053,-7.5849709072,7.9839270909,-25.3788319038,12.9929111341,18.2575214123,1276188,4
91,-5654.1076318891,-5267.7209148336,2953.2843063559,-301.8454542444,800.6239272731,-578.4747290224,378.6432479916,123.5380827411,617.2608282161,51.3670343705,165.4814193997,38.9486158462,51.1654952155,101.8227535168,8.8812819831,42.0124334103,-85.2082738844,9.7711152727,-8.9050294277,-15.9920263914,105326833,5
92,6158.9419652165,-3598.5636926871,-522.1656419676,-561.5845452826,-759.0875938194,662.3377101622,384.6529294587,406.1951360003,211.7752292859,-74.9818991429,-53.7962566867,-18.7574544393,78.2982242458,9.1990050522,10.844390191,24.3127057006,-40.8457461015,3.0257556894,27.4831729907,-10.3221015093,72318207,5
93,14241.7122664444,-3121.9726802764,898.1269128352,-398.718914286,-294.3637427887,-131.032629097,389.235737765,-10.2179417699,81.1621474515,-292.9161689048,302.7297388232,267.8209761369,30.4130529002,-48.4229712451,-66.8545753101,-0.8506668023,91.6817388852,127.6180720352,2.3609427017,-15.1176855607,3399151,5
94,6657.6617111155,-1948.019501438,3617.4081969364,-2167.7666635041,-1229.544965559,-148.4781352638,751.3988601193,667.8354935417,425.6474553836,73.5589235944,59.5088112644,-45.9500444541,17.3490236483,27.1325389316,-69.1270528025,-40.0810407466,7.9035950156,-5.9401086662,57.1185416572,-18.57885916,164078,3
95,8791.6747982611,-774.2115704213,1066.9739552961,396.592670196,471.5102396835,-1614.2208892393,451.4862910746,76.3433379438,181.5246997547,-117.1749803727,77.9647849995,-75.5593621966,33.5882347712,43.8407247684,51.8903027812,-17.9822034853,-31.4731086506,-6.6201945953,3.7830232498,-0.4984684407,172238194,5
96,-4024.6346720013,-1164.8615401422,1026.1095257743,-2308.1600381054,-340.2008035708,1815.0139239224,-247.8779631288,-196.4711966751,547.3684842802,-32.5135600289,249.1225998159,-7.7654225712,80.2374984006,184.6566351849,-10.8773510707,63.9747213282,-46.9403570852,-40.0795349716,-7.8529964443,0.4115088423,493996,4
97,-902.7664913212,894.1044776606,-112.034340594,120.7376680072,-857.6735705804,-506.0864926475,-76.2800521802,-227.018735913,-148.5627233728,-63.4573114507,6.9740474271,-56.7327512964,46.4422476746,98.1110097879,-14.7777592013,-39.9335407046,-2.3559649547,-7.1514185435,6.8213565662,-16.3955400106,84903,3
98,5125.8241771174,-112.8040857574,-2174.7448446189,-897.8354165228,-1238.5165813592,-1146.19539959,250.9575703141,325.9391213614,369.6342962615,-132.8162652097,6.4801595179,56.4718644797,38.4113525,14.0816610447,-15.9862136231,-20.736720942,-8.0864259743,-15.2206381512,14.1035131085,-3.202570897,1708596,4
99,13210.6462224111,2967.520948922,-4741.9652879419,1621.965127262,509.4929330984,-755.0247905261,-18.9752056976,-614.8227392179,-290.7612550443,-209.6099055299,23.8554959614,72.500412429,196.5375584314,164.4349319334,-24.7524161798,62.1109936288,-40.5580322162,21.9625658298,-2.3708998295,1.2519906584,3184979,5
100,5317.0281498261,-1060.7344959739,-3733.5220255115,-212.4968509501,-69.7129296966,726.5391331436,-194.4786267993,36.154729419,118.8474193182,-108.4734030931,-73.0792590935,-84.4977782184,51.1467129397,3.6092923461,7.3120412586,18.4326848423,-9.7955581506,4.660685287,1.2630786338,8.0717780468,2601888,5
101,1918.2043155891,-2896.0707276655,-1983.4919409114,-607.4198027585,-552.7813826354,-640.4655461662,-1.357474754,-347.6858169917,-99.3087850412,-103.7717264609,-19.9990443262,-40.8779170109,-129.3468299964,172.5371772538,-61.1698108771,-21.7114829764,-33.0463844994,-5.1051697413,20.5649950477,-3.6523545489,565416,4
102,-9486.4764477096,1279.7095791074,-462.8099376272,1018.3547964664,337.5554405795,1047.3549506626,-637.1951015888,-101.5603751011,-90.429896343,-299.7446327693,-53.136934063,12.9640480662,19.6352751585,-53.0267656377,-55.2323962761,-5.9673669873,9.3052263094,-43.8060068747,-17.6533804719,-14.3062691728,12699,1
103,3500.0404087561,-3558.8395559437,-3369.0003638895,-936.9727012347,-1229.8427810804,-600.8742973344,562.3470388283,118.2425321623,-424.4628822218,735.578361935,200.079522446,12.4078275259,259.4395403509,-159.441006347,-94.6149822993,-90.4407326262,-30.0208006668,-23.7055254403,37.9875313353,2.7947796818,2601888,5
104,-4673.43679117,-8217.6324513271,-623.2850405316,-1282.8274025984,-433.6964666744,860.7030715287,440.7604429963,-778.4638610962,-222.708212872,51.0052446928,95.9953579087,113.0791912523,248.0746702987,-137.3651768113,-35.4118560077,-41.5963001844,-15.045006348,37.6578845497,-4.4807252992,3.5982697579,2055170,5
105,1257.0683512951,4155.0602617884,158.6639730013,2542.3285095743,1381.7650922551,-378.0973028507,-494.641628603,1077.2724592442,-863.2665937037,-249.189992875,-78.7917116724,31.6048458327,88.8505631994,125.0691655864,-38.7870965318,46.5378944962,29.221400272,-32.0322912544,9.0912888762,13.0012468523,11149,1
106,-5319.7331272221,-1596.9876266794,812.2545949252,-970.5768688511,-984.1390424965,442.9855352905,52.0801071977,-29.2118263984,-21.8174936423,168.3647503332,-204.17941915,-46.1997165192,-83.3853485445,50.2317080543,38.5615254179,39.8122247571,-0.8767595255,18.8310164577,-8.2554837765,-1.1679296478,261905727,5
107,9236.8319835257,3824.2025713433,2589.5675110343,346.430098464,1367.0449355616,-28.6748520798,771.4353937485,-507.7492219253,-202.5599812791,30.4417944736,-36.2862577938,22.6272352277,-65.8621080181,-134.2215229643,-8.1679643223,20.3348072632,-20.731617711,42.6392735607,-17.8753333862,-9.4458609083,1005,1
108,21006.296117748,938.7944543062,-4989.4289174992,1488.6112108483,1115.1180368261,-114.7217259486,203.6150744451,940.3010933726,148.1040971243,-116.5077133376,32.7826496198,-128.6617038573,45.0006565911,29.2292556014,-32.4635017654,18.4316813017,-94.4216600009,0.3700081139,-1.3070283903,13.0679573812,1551,1
109,8215.5287124772,-4746.0973463466,-1739.7716371258,1158.7657972591,1430.6883367648,-568.4772471127,170.1829763739,-34.8181380954,-188.3245125106,34.2522681678,155.1425265182,-113.9765049196,-275.4712811913,18.6985881956,-17.5128795733,33.8959654635,-40.0012250194,2.0487157774,-8.7630099369,13.4165396212,1239,1
110,10913.3105199106,1562.9245576904,-1507.3401179781,-1175.1871038374,-559.3910137325,830.9196240762,21.7604525328,90.6043556833,34.755657209,-95.179167663,-15.0919051651,7.6928820372,-70.1722768993,14.1122574619,-19.4464366645,27.6400560364,40.1434404037,3.6351321767,-1.1662149371,5.96333169,1057,1
111,5807.6920539638,-1592.3604394482,2046.6882656474,-1022.2533973684,-687.1724924081,-937.0848444937,340.8536929654,134.2781750369,69.7131750957,-53.4119383336,80.4344141897,12.398469221,-33.5899663411,33.8880362261,34.4127672851,32.3087991204,-4.827486177,34.6001511511,13.780528384,4.6685218037,802,1
112,16724.628810923,2198.0885786047,-1754.5161090756,66.0891105934,-40.8499603892,-364.0262005399,109.4082451292,170.7519007532,-169.263048058,-62.5507148302,112.2793588799,56.1583146652,-78.197731334,141.3353313833,-9.0771163247,-53.8235020386,25.4614176652,2.049920888,-22.1390767358,20.2104517762,1001,1
113,11127.1630062544,-64.9123626555,-2742.7505531945,85.835544554,-23.4958039443,-356.5922296913,218.9372872696,30.003750279,148.2792766643,-84.9939290117,-51.608799985,99.9331189326,-33.9096546615,78.3467750438,52.0430373438,10.873441811,-11.8970846653,79.7991029665,-3.1778565731,-15.371132693,1349,1
114,12567.4674515008,-1715.7223253935,-1593.6782080703,444.4597417002,250.4462747461,-792.6103292796,-199.5370017798,-508.3878091211,205.9572490181,66.5117708065,-69.2856013576,85.5740042921,-65.9595398268,116.9736681482,67.5898761911,-36.475069836,90.0835550657,-11.704834557,21.2324681021,16.6661550276,1112,1
115,4288.5862725255,-2336.751521425,5510.0799326372,-515.8238732591,730.2067445512,-550.1838247695,492.2960198856,-646.9996535694,276.994742245,41.1636611655,242.9909626947,224.269717722,-17.5903289696,84.9054002057,-49.9826547737,65.3610599203,-75.9858631798,24.7720912967,-24.1048025235,-8.7023571399,9739,1
116,17545.5151197476,6861.0188119239,509.2346323256,-724.1535541662,-424.8731232786,-585.321613576,119.2742214003,-100.8442155792,141.456147837,-87.1919827303,-126.5155778285,64.3286706496,32.3247724151,-3.7891590386,105.0634658498,8.4217489221,19.3712734937,13.3952941541,7.3503555044,6.3746535944,1099,1
117,-7711.4195716464,591.8809010222,2771.009547125,-333.8692135587,54.1095215641,1316.3812481812,133.7564532019,628.8397731948,153.0321158097,-46.9439350491,96.6679717534,-45.2185751685,60.5208564695,58.3223506527,31.5352660895,8.778333451,-95.8424878341,-16.6097399864,21.6048681852,-37.1933949133,42615481,5
118,-7845.076675176,2522.6324101898,-1839.9069815476,1362.575083183,372.3664475535,-757.6019979693,599.3902341797,422.2103153857,44.6217682325,85.0831868171,94.9849301896,-2.0821050957,174.9805729361,-113.5322912493,-42.5858733225,64.1376344211,-87.2264000429,-9.2120705041,-41.5825662502,-29.8827858756,9771267,5
119,-410.9530640741,-3513.1198915311,3411.7140612907,701.3360742356,379.7308185362,-273.2235609776,-146.6789994178,-361.9676034453,182.3632835423,-19.8358812807,366.7622333084,-5.004711082,-23.6069242745,-124.9957256003,-100.2657922415,-71.9383879844,-11.411937147,-15.9038766965,-4.8026550728,-24.7774511255,6467714,5
120,-5996.0366306328,3054.3755832001,2364.0405931226,769.0936820888,397.4914658262,-689.0377874409,486.7528356869,-316.7083765585,-315.3860965195,-219.1889646264,-196.9613713403,-145.1700333515,-93.7966895224,-52.7601816705,-54.7831290099,57.1202942724,6.2835730906,-19.6721202764,-9.4011070211,-19.1688172607,27818512,5
121,-1887.7464523824,5775.2442082761,-823.4462864017,134.1048936224,-653.7138328766,-217.4937975628,-220.8362028261,249.7420719402,23.456504149,-228.40156324,51.2063184684,58.3974860614,-5.7913890099,-53.3785680947,35.1732696896,-3.0813870739,-6.3109191348,25.0206215802,-14.773165624,-21.0809129537,59408683,5
122,11975.9449847716,6557.689988037,96.1707449558,70.3569056905,795.9385733696,172.6471660871,457.7672125644,118.7749710382,70.0883845395,-202.9059029081,-172.6686125141,-156.2627920552,31.3275135628,-94.802906632,22.0389934962,-66.5431792036,29.5266650051,28.351894015,-2.0273929562,-10.3519850755,278498,3
123,9861.3654910531,1730.0419734817,6159.7206955789,387.6457975333,1484.813433937,-898.1333180927,497.924550864,238.7358985843,53.8451436195,-71.633485667,64.4061220562,-94.0076705295,91.9391549366,46.9742876533,-106.8773968965,52.6634844887,22.2006277427,-1.8304072892,16.4142122478,-2.0852350112,195968,3
124,-4798.6594992365,2610.298868036,-830.9427442676,-1096.8781312062,-283.4467081112,259.9356710087,706.7931952364,-73.5395503744,243.8270188255,284.1355702907,147.4772396122,-116.6422537857,150.2189233659,-57.7293285583,-6.5039924835,23.6337452493,25.8764841122,-8.3685149925,8.5129132698,-3.5805158252,397499,4
125,13298.4845853864,792.4002462274,-1360.8069487269,2516.6173938112,2705.5922295938,1227.6154909956,-7.6884002769,1333.1551826237,34.5269185862,149.9803539795,-365.4835243205,-201.9866248983,35.4536148835,65.6716505442,-101.5361999962,-58.9390191253,60.2149283562,27.8198399758,-1.5981079873,-13.3989800635,246051,3
126,2819.4474482564,2042.1030832471,2375.6114613334,-223.5858875342,-907.5433794792,933.7971228029,-280.0349632759,-444.9360154647,134.5891729442,230.932915884,4.0932494295,4.2887309438,17.0368187627,39.9817877842,-33.6262054265,9.2065632072,43.7981316126,-33.0451491582,20.1846790994,-18.4189671204,224582,3
127,2918.5118298233,4630.3588788644,-2584.068071398,-1283.2675856927,82.3940230942,1549.6897009008,-344.6862183558,42.142910382,123.3730374659,-40.8138059203,222.0850769394,115.5193004684,27.0653681551,40.4453385139,-17.8921659868,47.9708428201,4.0459347112,20.1306586216,-4.9710735737,7.9252954516,193307,3
128,8118.6652503431,2139.4778991697,-1021.1201863876,-102.2455641612,-165.3735410291,536.5779731807,-371.7952565436,171.0710371768,299.1182984537,195.509512177,-44.499483001,-18.9513800801,18.9253883217,-62.7396141167,-37.2041457785,42.1321041294,-37.3570599622,0.1095494681,3.5166164416,-8.9737719796,200465,3
129,-763.9784012058,-1086.8732476194,-3327.1104618796,-1053.1624630674,-475.8749026467,596.1717757198,212.8397955478,-332.5118910879,-244.6221616127,-330.4957143555,-258.4299121247,-20.0040605127,-32.0563355495,42.716852225,57.3936579067,39.847725824,-1.3320074555,4.6296681026,11.5186661734,-1.4577090434,24974,2
130,-6796.2604799611,-900.2619693305,216.8160270977,-1036.694389277,375.6342968195,299.5856715503,307.0200294248,-85.4729640076,-105.5538261364,264.571552899,-165.4391294794,38.0815027041,-22.8237462893,-37.4696922679,80.8001117227,13.8000479752,0.3076156894,-15.7050814368,-10.7534108147,12.3104759834,4642448,5
131,5445.930656556,-1150.6997011029,5121.1763984203,-919.1081278985,189.7085706326,-1199.179276472,896.1175708592,369.5677267906,50.8946282735,-89.0277755772,25.2736535598,37.7489186582,34.9662615864,-12.6078495807,-37.4917921029,46.4526611274,-11.5529240702,-31.2572173995,2.4878216775,3.7827454794,3857459,5
132,6892.0218641791,-1653.4418346911,-883.6250705602,436.3379942929,785.4837234362,-485.1794264776,214.9359522497,-223.1550810568,321.5638992386,135.2064703624,232.0889851411,-95.0875172668,-1.7285191563,13.6756239672,-42.696587606,-52.672566255,-33.8637733519,-2.7829897403,10.8160081513,-6.661938137,847345,4
133,-4385.0335610378,291.1118079839,2510.8104894433,-616.2256627768,255.601357521,1297.6988227908,-327.1912846821,-274.372951776,270.0087453948,-61.09096232,-22.3175319412,11.862568145,142.3797995517,131.4791582424,8.2465288033,-6.1969156612,5.2084220365,-17.8883879305,13.8815885182,-19.0190455751,11001311,5
134,-2400.9188752512,-6025.4683664558,-1086.5218338134,-1626.9960329191,-1223.9270834556,-229.774120374,403.045506187,22.1485486868,23.3720315516,-5.2297982012,-22.7412473994,-106.8050604458,-80.8836601363,15.3953992681,-18.658750299,-1.231618073,1.738674295,-12.9219202083,-5.9130672091,10.4282338568,2325310,5
135,-2609.3527350001,-2062.1552458027,-1433.9413638433,651.9199293601,-1190.267815849,150.2984826106,-185.0064102495,-195.7894310838,-340.3022976394,424.6979017936,192.5345354454,56.569833862,147.2372029766,0.3247154699,-75.1671013181,-68.358525248,-26.5676652188,-8.6745765024,17.7229417495,-28.4098290894,96985,3
136,2226.2451482326,-2937.5491846138,-152.5538521836,396.7255171021,983.913498575,-160.936968696,-209.8024943958,214.4539711281,-278.2774345765,5.675431395,-136.1100191452,-197.1859284332,-61.4434581527,95.2624694785,-7.639852203,-29.8372269107,-88.3169170487,39.2992684588,9.1713105268,-1.5322420062,16183,1
137,1386.8981888011,667.4337250023,-5233.8253068599,30.0323650832,-25.3218939963,-373.8119921737,544.8153710366,-68.8494397436,-445.7589847384,41.6483234465,-135.4419980978,90.2360404453,175.2456817687,-101.509173102,-53.0065088359,-6.8732877732,-13.2870135357,-47.6792256801,-30.0011162578,29.4738125886,13765,1
138,-7726.1990855897,830.9335488908,-283.6054677889,1105.2369491767,918.1132503656,-502.8964504101,-222.0517690453,-471.4248660572,-257.8408897914,464.3300713083,245.6865745698,62.5165581367,-249.4921205829,110.9392151133,-67.5840229461,20.7061214944,-40.9803031185,-19.2423449143,-9.8215882711,-6.7049208042,15929595,5
139,-596.6106177651,1123.9945204734,1580.7504692619,-530.1839257819,470.6383632194,-796.098100247,-304.3292749924,-82.3304062727,20.1447785921,131.0286395754,-208.2487495503,-73.0734083148,-4.0683041562,34.9693109048,-2.1742682362,-37.2117376319,-23.4681603001,-1.5783741375,15.5845712983,12.3684709398,442399,4
140,2313.9086164189,3759.3674877406,-3378.642185986,1420.9692741688,813.1826444173,-1267.3083571698,-303.5546146722,-941.1629127316,568.2622421947,-26.328054239,-139.2485932494,136.8200454393,-37.3894420795,-8.5085275463,117.4883380923,-107.5664162506,24.0267182807,-31.5081120906,-15.1916765476,-10.4099330742,4086,1
141,6239.1952960797,-3463.5468362155,-2079.6596606449,734.6537425033,-190.574629648,-1866.6070683627,221.9588381395,-0.4577658796,108.0625354565,30.523222829,95.7643734967,38.012036439,79.6449073055,-77.6205402312,35.0070401221,26.8817511392,-17.392526973,-21.5618699589,-27.3897593221,7.0492889728,9543,1
142,3190.9384260238,-374.3416959357,-1272.6358308142,113.7782449557,-941.8917887897,120.2300486648,-487.9826640702,135.3871330582,74.0378828859,172.5306329106,-292.7206618402,-119.5776565676,-61.5384285502,66.2868896913,9.0103990571,46.9593346172,-40.8741185601,6.8654157082,-4.643071308,-12.0070219193,2746692,5
143,-4262.2083735607,-1386.9512593647,-1100.0378265584,36.4463087558,805.7672848768,-821.7593988001,-213.582584996,-205.4466775925,120.5786427618,89.6967155857,-405.8638339808,-97.1309823534,29.9062703309,152.5667811169,70.8985478965,-27.2807146137,-77.6889944009,8.9467043146,25.6435680902,-1.6355242787,710441,4
144,3839.1700247503,-802.3578603919,-3039.0430759681,1607.9918446895,584.2933977035,-2074.4213433879,-326.6998923511,-845.5979606808,523.3584419944,-80.6820127058,-43.1799984421,-185.139911609,27.3073957663,48.4552350611,119.630335846,-34.1062574218,31.9767717677,-9.3359299333,-25.9691945388,3.9786222215,10537,1
145,7048.0296805066,-9222.1299289828,1247.1902368985,1830.9264049554,2546.6387966359,-755.9650406926,686.7810313051,1929.2929269961,333.5353006998,73.8266827522,255.983722643,477.4294605523,-49.2656406889,37.8060462243,-61.9424268264,8.1711386297,30.3172464056,16.0042367443,-10.3682147466,-1.830356159,4979,1
146,-10526.9463579931,3279.4414375277,-462.7303142686,231.4894338973,-131.9259783107,-838.5822252276,-410.1795741786,-44.0214449471,339.3567416725,-42.4135312958,65.6129614793,234.1737579696,-67.3472671814,-6.8414824039,-7.8577953848,-26.0891435243,-5.0840678596,23.1902993253,-6.2637081092,-16.5015308659,1948631,4
147,498.4185548285,4903.5606718776,4399.1559074565,-1470.6023410686,-571.1629704699,-202.8083630343,-109.7640490051,-394.133547549,463.5625113493,-87.9268788634,43.9806604262,104.9595270516,-13.006805874,-115.3186253194,34.4278184021,9.0965357522,-41.5914573401,-11.6893251026,-7.7134824452,-5.9090291063,501,1
148,-2330.9776924466,6759.0732241638,949.5528092004,-1033.2265513707,-1103.6219046257,-223.7169552697,346.1000628009,186.4854406029,331.4736974256,-124.134148205,80.4046719527,113.396873936,-76.2624084349,-46.2593507529,64.4942669141,-41.1772520719,-7.8457588162,-30.7383820785,-10.8786428409,-12.8880264579,131509,3
149,-9180.5164931516,-5977.1356379336,912.2058043517,349.4711824447,1302.5300849784,-881.1864714442,-428.1084942267,-170.3438285869,309.7044774236,4.8305771173,-47.8437312209,121.1976975963,35.9959260306,-139.9304484482,8.378585598,14.6554520234,-7.6754994561,26.9791791216,-22.6616381195,17.2416008261,48691367,5
150,-8837.493264533,-2507.515290842,470.4071452438,1242.5743863885,931.3032299422,-443.3330019209,-457.5574085043,253.4374800401,-170.4713304255,-29.9676631822,-243.1687620629,50.0688766839,19.3130205528,-31.3332581776,-5.1686722569,-14.8873316961,-29.4499018358,-11.9620130825,-20.0131467676,-4.4737629121,138095592,5
151,-12979.9800489702,3676.8956637634,-1670.0187606274,-495.8941786575,511.1688914833,-338.1254804325,91.0540323164,-38.305929518,250.2092982006,-107.7464093636,21.081775888,-180.1419046224,9.7904249355,95.6252754921,4.8484810224,49.0370677964,0.3624520136,3.0533272069,-17.4407119368,14.8542187826,18802681,5
152,-6287.4548373223,-2758.4051879234,961.432083221,1364.5777114792,128.0642900158,-145.4151018044,-1084.7496747124,-146.7125262525,217.248451786,121.5929687385,-115.2121845164,-26.4896534249,-224.374296552,-147.0210737648,-16.6553363126,74.8929763865,-36.918709983,1.246550174,4.6312081956,-18.2589417759,1380115,4
153,6571.4485073954,-2709.3314595868,-50.9321567415,1591.790823982,2215.4624210789,-830.7364589891,-56.9849028468,-88.4836037903,68.4886924155,177.7612975757,-127.8031192019,-148.9584030129,-1.1787117478,-8.8046995537,115.8970585821,-32.0706601736,139.7950698664,-31.9088234066,-36.0266568659,28.3286919358,588890,4
154,10445.7862534663,-4939.9595490279,-2134.3416735012,-1204.9872833469,-727.7337997148,558.2233511325,-105.493242351,699.6977006211,429.0787284757,-18.5972562865,-36.5860353266,32.5015603864,-5.5219290913,11.1714474712,70.3591207562,18.6007260471,1.4309160147,-0.516310496,9.9216477314,12.8288247128,322105,4
155,-4613.4723378105,1376.108377827,1930.3676324086,-1154.7869553039,437.2466915154,166.0980809615,317.4011725724,47.9844492552,196.6004216355,-90.0953655401,-272.5050786127,-1.6000589724,-38.9819884023,-117.4934092312,-18.882308797,2.0042289137,9.8280116673,-10.2422516507,-26.5727039247,3.4313237408,810100,4
156,4244.7430818085,-2549.948382999,-0.716583549,-1788.0701668866,-108.0278460874,1519.1524779712,-124.0212841365,-132.0777087905,258.8359078163,157.7951714321,-45.4508285031,-131.8975083402,36.7084220713,-116.1579643277,32.7883039518,10.7968698831,22.1813534559,15.0278133035,4.0503254404,-1.9013225111,295685,3
157,-7658.5765934779,-2276.2834892443,137.485417043,-562.8350539725,1027.1023977622,756.4119391753,124.9489991987,-713.0406258346,-52.0455931772,251.0133085938,183.8228251313,-4.6633556382,291.9841532271,-14.5517168199,19.1264996837,-31.7334995934,-9.2565279792,12.4354485488,2.7601504865,-6.0723148448,722935,4
158,8225.0081299986,1158.1014752543,-2962.9222966951,230.9999405226,577.6499899618,300.4012815396,64.0463628572,-6.0566757724,277.9084365877,429.8489333797,16.8200007872,-345.3676209869,62.8631846193,-81.1311388597,70.1843273841,-4.1755553989,-12.7361085577,-16.9039403437,-5.0740672754,1.5332729812,492316,4
159,4266.0319574251,7.3418558104,-3765.4755779021,-989.0386129205,-373.6455457367,914.1432294002,15.5317754654,121.2384737229,332.8945539073,-186.0031618384,-60.5276816061,-31.3031966313,19.9156234194,10.5573776595,-23.2135061329,70.7018211972,-1.3954113835,-20.736837594,-21.8796389237,4.9041770815,255677,3
160,-960.024274448,3578.9323744831,2903.3805996236,-1455.6687041057,90.4772136108,-467.4532810311,-400.2667951737,-481.9794979787,-59.3926978414,36.7478162472,-56.2090456935,51.8332235528,-93.7027238437,51.0636042937,21.4410217617,-13.9917992608,-34.6210190033,-22.4169789478,23.4676864862,2.4079379251,628954,4
161,1617.2813626429,2950.7549992182,2258.5487955755,-2024.1417976185,-108.8931065318,1088.9519584031,-302.4701765176,243.9009293731,323.6836371537,-22.6643803772,109.0295295383,50.7715083365,-68.4353222195,-46.2843406941,-28.3642712127,26.1291029441,1.1037876536,-25.2410151406,-12.0339720132,0.3158713874,2164454,5
162,-5433.3863898215,-1987.9747544942,-1572.5131345681,1738.7043094934,-1681.0744484982,-584.8764227959,-190.9912993409,-132.338868278,-323.929396516,-172.9045262813,-115.8290138175,-43.8854475048,48.8317786188,70.5950423112,48.0164877372,17.7632840541,24.7670904807,-34.9216050576,-23.0059668065,-5.3291956253,17350,1
163,-5093.6071943344,-6837.9224867126,-253.1655848684,1036.4271022945,-710.9510799604,610.5002544971,-51.0851493999,86.5245874047,-141.6017237986,-217.5226382741,-149.9807746624,72.8750484329,51.2113348186,-83.4953489035,21.4182847214,-16.76571502,-13.2489425167,-6.9555625698,36.1690462215,-23.0805251933,7084,1
164,-7800.8681193134,-4267.5112466106,57.1747764451,684.1981061138,-240.1573558259,-172.8236372257,-466.3706125522,282.6761481863,-11.7438468815,-134.671662839,-44.7019577609,60.6067582502,100.1172315826,17.6061214575,4.8520542933,-28.5117924499,-24.7403491127,-33.9944126448,19.2485254355,-14.6936914916,5517,1
165,-4627.718308062,-3644.5757288394,515.8133380557,3101.1922612176,-543.3328962392,910.8001872817,63.3429557407,-37.8401760772,-241.3687502549,-40.918943472,-72.3763615283,60.8840910011,-78.6396668707,103.2885578996,-105.6313255131,2.4575771533,-28.5466403893,-6.3217651127,-9.774402918,-23.9294556309,10767,1
166,2007.2824626489,-2108.417224148,779.9280563615,3532.5952435192,-1588.6809206544,226.1241433053,-756.7212037815,-464.106954841,-115.0177258089,-74.4162554681,-63.3278821726,11.439459933,-6.4118706945,-120.5754488197,-0.2834122693,2.8332351305,17.9431873631,-25.6450304413,8.3352336973,-0.8462042335,9931,1
167,-4570.7900473716,1022.2192920446,-2404.887764863,1546.167675069,-2049.7931664249,-1118.5856637575,40.2582505417,119.5833214485,-116.6829421004,-214.3768253465,-18.3425086578,27.9386757668,91.730599922,165.7099795,-31.4813357995,48.9833784956,-2.7790473649,3.3064419572,-8.5781706934,-2.8547659043,8882,1
168,-8253.8404365692,-700.1385658661,-1090.5847709426,321.0989634659,622.1185257102,-767.7861624307,-189.4059974351,-194.3200077567,15.3755925708,88.6990474684,-250.9301448817,135.2434205653,-132.8059243645,7.6463145697,38.4979661319,-39.4377858259,-35.1906302334,4.4963709348,3.2227255359,15.0525011876,7066,1
169,-5696.054735771,-8774.729374575,-622.219515292,-461.5659194081,-316.22262108,1074.4924963966,192.0064900399,-0.5226205879,89.6661272264,55.8500763224,67.2839603583,63.7161223434,-40.0458327956,29.1879924845,-17.048670826,-103.4061781368,-18.5889436842,2.4944242313,8.5621193609,-20.5132448298,8323,1
170,-5581.9537325618,-1981.2735205043,58.604400921,2460.8913144133,1292.8628018273,-671.9577725667,-745.2374026444,393.9406915073,-577.2427113925,348.5165031275,26.8038984918,-21.3182879242,-21.3348190605,30.4079449976,-112.7612058758,16.1758449419,4.9464996425,10.3547235482,-35.399116359,12.0380914075,6332,1
171,-2876.6483790938,-6678.5550007556,-2258.5839858033,311.2488790317,-1868.7808171756,-390.0296676124,-385.5555149651,-219.3282000205,-98.4410096069,-33.3450295784,228.6618100881,127.5280384864,-5.4968826726,-62.7672335829,-45.4379278056,-63.1237319484,32.6138596209,1.8805515625,0.2166805403,-5.6355481837,7867,1
172,-4135.8512242803,-9221.0405175288,582.7279298947,1130.3635379493,-840.1886242519,-457.1786004763,-218.4332754745,-388.6139046862,-464.2695732477,215.3409621279,225.5871266312,170.1537652745,-67.6554943011,90.1683893207,34.986850907,-68.5855585046,-17.8986228749,-0.3214966738,4.6228451042,-11.7249869451,6914,1
173,61.3410806484,2306.7198982941,-1207.0945097337,148.347516435,318.3835679315,-813.3562319127,-805.5087833472,-238.1053801153,204.0889840694,-95.5769210426,-78.4754377107,147.9874736825,-11.0767911761,-26.440392825,-20.8561151732,-50.1412739109,3.0189520977,3.6288894257,23.438282873,4.8083293829,31014,2
