data_set_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
174,879.6123624399,1476.3787253024,-2209.5300699892,281.5235046039,-417.8750228959,-263.6701215359,-752.8685896646,107.9998604722,211.6400681879,61.8981214577,-49.4220593773,-34.0806613335,-2.2500783435,-54.3027577831,-91.7413820369,15.4959947693,13.534769719,-6.200224027,32.0191057189,-5.7803380218,10689,1
175,-2537.4343320518,3142.6333286648,-1447.887057604,-63.4660648096,328.6131245501,-55.294334216,-559.5645768589,96.0657104656,175.5461187186,-172.3286345814,-36.2335308809,-40.0924170981,15.3086077662,-61.2768300739,-78.0741439171,15.4397743743,-17.4755606467,-4.9482075753,32.0284945049,-4.6623565886,12703,1
176,-4663.1541049269,2691.1164425367,-520.3175230619,93.7431744303,-550.1342934717,-634.0444897396,-547.1007072427,-7.9494051419,-90.5885829248,-248.3984398811,-51.2919644085,51.5762113521,-20.3533941355,-82.1340360231,-83.8852444131,-23.7228732766,-34.4579891045,-6.4217067249,44.2020210422,-10.7437710254,24713,2
177,-5734.4150217671,2272.2175241252,772.0653656242,-336.70778227,786.1486243079,-443.2441556189,-752.1494686544,11.5133864148,-82.7705619656,-175.5453809388,-50.0217285316,150.9947871181,-49.9384363574,-89.0681867926,-73.1232155555,0.6913885969,14.4357228494,6.6240589781,28.5660219195,12.2573974576,219864,3
178,-2631.4933544585,1831.9957458335,77.6695484294,-549.956974843,396.5025928813,-872.6215411605,-783.6157751082,-30.870859657,237.5961207496,38.4050335773,-39.1632480177,182.1398177122,-129.2477330991,-21.4188468389,-37.4331136811,-7.118770584,3.6842899764,5.8683254824,20.9201442311,6.4409119714,16192,1
179,-948.4646968172,3250.3127456635,-967.9575069765,-621.5721336551,-364.3996849461,-731.4977145717,-249.0504143539,17.0240385543,153.0582528856,-151.7828370581,28.2934067551,50.8525153768,-18.7418598772,26.2529281743,-80.6659937531,-9.0681459887,29.0033547746,6.3862809748,18.1084513671,16.0187723891,8232,1
180,-1529.6243453202,-2210.7690463218,1904.7399102911,-533.9539364174,-112.1825881256,-65.5950205087,-373.247623979,-1.7509772927,307.7403832632,23.8371512508,-216.858260164,350.6491371565,61.702142348,8.3551887147,-8.6617332144,-60.9418053904,-42.3572616492,11.2254882696,30.7532169947,-7.800774931,13033,1
181,359.9452182102,4749.2588264404,306.3234102403,-36.492002433,401.0337797738,-905.6426099962,-402.5110337964,-431.6882734291,230.5779180448,-133.9857881997,-6.2074394255,194.4587855175,15.0640924962,-8.6002505493,-80.2792770052,2.8707843639,-23.6516637827,7.5242063407,16.7586108769,3.8326839598,63263,3
182,-3934.9034912631,1127.1992938179,-868.2220876233,298.6201504143,-182.8859154041,-1381.9515651058,-950.287779047,323.9607177159,-164.78578158,-159.0657227706,15.031319834,41.9583657498,45.9665066031,48.2465127982,-35.459770824,-40.5602490313,-16.8764328322,5.7800086315,16.3289132945,14.5918343582,6172,1
183,-4525.5377153727,4219.0259225198,4594.06892108,7964.671015796,-2711.440982359,1326.3417575674,1562.6211783018,-724.2795866717,1058.7106422039,12.8163351569,-231.2887870549,64.8768392741,-72.7430970936,-101.8554802869,-63.104147657,-6.9652778958,-65.9956371183,12.2517146458,49.5254447806,104.9778079496,41710,2
184,4389.0031056276,2216.7162454574,3357.7955804238,2488.1388747537,-1898.9153696902,-385.6804906972,-830.2482420954,-554.19572069,141.8840734401,-46.2880486502,-33.9669463365,55.9950357812,21.4981455038,-16.9055367458,-11.7850760792,-17.8763331138,37.0264208772,-10.2996952945,-15.1492642955,-6.5897619413,48486,2
185,4474.4728583005,-7042.81419074,1348.5659325913,89.7192943615,118.7331206798,-1380.9592541184,181.0151486098,226.1213007603,431.6758569031,-56.0997220512,135.8678620679,-108.1522679431,86.2444804526,-80.9517115122,15.1266513968,-52.5593372286,-25.3347573858,17.5869306875,-7.03658529,6.202906291,71230,3
186,6462.1139854595,-1552.1470906719,-881.9058666274,2718.197982176,-1759.1222857887,223.3029528189,-677.2897837961,-107.8537976741,197.4628087523,30.7290512802,11.1884178257,-90.6344233453,49.5847954454,-56.9682670386,61.8361634218,7.9014375902,39.4403191363,-28.1517774777,-5.8014748975,-13.1699843714,15356,1
187,5242.2654077794,-2364.4879079611,668.5073725985,2287.7310909843,-1260.6741414111,202.47103575,-875.9824188047,-138.6113329617,206.8832618676,74.7518177929,-39.2736055123,-2.1229723147,-35.2805537239,12.2861070806,1.0198489366,16.7233210806,-5.8102172553,-18.6275133857,-7.5583894434,-13.7081791232,31631,2
188,5071.0760277846,-2241.82910149,-1566.6631098492,1104.8784336451,-1269.3054981545,-389.1415189785,-363.8467657487,120.53805078,243.8961373746,95.906966844,93.6997067696,11.6975978167,-84.6574565969,84.7313181911,66.6976209541,-7.0828032012,21.9762859347,-0.6254977347,5.0991505584,-24.3952927571,25192,2
189,2990.1838408341,-243.5005859669,234.7565172442,2369.5545099307,-1535.5427079331,-341.5561937737,-872.0579807968,-117.1774329031,255.8905477243,-117.8700433462,-28.3399811697,-42.2661875941,17.9061857424,-32.6211650974,-25.5687063062,23.4915001385,23.2870783336,-16.8914744562,-12.059234419,-9.4345162573,39481,2
190,7431.9543664453,-605.4314622344,1528.1646041283,2432.3555556835,-1105.7041798969,868.4097258961,-839.8637724272,-465.5218930199,510.6183518314,69.3119321911,-113.8559988763,65.100503494,-13.136723234,-53.5350531595,48.8650574631,13.8938369144,3.3737250367,-10.2927446336,4.2236895841,-32.7706080193,30935,2
191,-11533.0244968515,-8036.5923398422,-221.5591094269,-1186.2737839759,-1149.6730626698,-1236.4003488818,358.696046973,133.6336572918,565.8556447738,74.4670580685,101.4347665809,115.8519045994,-12.5042673725,-9.7148276403,12.2494928442,-0.7611525356,46.8624658844,19.5375583703,7.1267751997,1.6918787987,28238,2
192,-3331.1795836415,-1765.044376842,-3027.1476518765,-863.6062930559,544.1522679218,-450.2214958129,-1549.686843667,985.44782573,-161.5196793279,173.140702221,-123.8554809061,14.2583349273,-89.9393431192,11.0696827525,69.7456178108,-4.9942953834,19.109708448,-37.0623162033,20.8381036618,25.7275757396,19872,1
193,-674.9361416281,2691.1530673262,-1477.878522612,-1692.2295138356,-637.286584449,299.4551871725,94.7433810796,320.3914791627,231.170338887,268.8458948394,25.7009556565,-55.7400118466,-98.1351006227,-91.2343338938,32.0864728408,34.6301569046,32.9247962259,13.4441823746,-2.9241633151,-0.6054526632,31305,2
194,-93.2668973544,4719.5707238155,-707.9640666584,-133.2530078754,402.5150352175,-692.3471200575,303.469289283,386.7560367317,-97.1221137045,178.7431548187,-121.4290752183,-12.1418938839,-15.1825199414,-50.3458133687,-27.7220477572,-60.3889907422,-4.7916752772,2.2797872106,-45.2980423817,4.4266770452,124389,3
195,-11065.398919927,-3060.6357377199,260.0200828637,812.1833283103,-628.5539823782,-185.257060848,-1127.2675366684,21.8278270731,158.0635159719,-55.0467912747,-24.3937930628,-9.8061874665,11.7013811209,-105.3666499193,-19.1426053767,35.5492539423,19.9043284909,3.1275165714,-11.5339987133,-7.9856757769,14625705,5
196,1390.5464205669,-3962.5193137152,-239.0472009303,1187.8991935602,-1253.4201732367,-371.5251564762,-811.7511504054,-419.8854614715,209.4964959938,-70.4076096147,184.0496904379,56.4738272842,-87.6817065136,-16.3580077165,-1.0315942476,16.1269141854,17.6407148384,-5.8229043428,-23.7045624648,-10.8872811215,1988433,4
197,-4328.5957666834,1357.6446499393,-2996.5170889741,-1019.6007955763,-303.112652053,144.2959484247,-30.0057602314,-415.8687578557,345.4307405363,38.8536974362,39.2137481306,-85.8144850795,166.2053623436,-54.097233217,4.8300716503,32.4613476925,25.4755904268,-1.7120089905,-0.8834222002,-0.4873713265,62730,3
198,-1465.4414193596,-3052.529924052,1441.2895046111,522.4187396163,-1184.356047528,162.8022279312,-21.7077335642,389.3918792652,-232.0697292771,-202.7754279117,-2.0847666552,-118.002652509,7.0564536757,33.5310039457,-7.7474506351,2.4948248028,9.4314813506,-4.808789133,6.2579143442,-22.8524946041,159602,3
199,3295.393972554,1636.240894719,6332.3450366522,-2620.2165803412,-589.8585306141,16.9297647612,-159.9615025464,161.1702009365,-213.9402088128,51.2039235891,-226.4670519555,-29.639442674,-29.7908440758,21.5606267128,-80.2102141729,-7.7420506896,3.7926704733,18.130680163,-3.7297516558,26.9152456051,72812,3
200,12595.3953770254,5238.7445682305,3200.6107332948,-1207.0788810645,-169.8539474415,433.3917457955,-841.3938586046,-95.3638531577,-134.0616669791,484.2499670736,19.0462030529,90.2217841331,-40.5424948066,-113.1381273921,11.5224107815,45.5269910405,5.7476251328,17.0862024051,-18.5654047339,24.081202291,49964,2
201,14754.7734650665,1704.4595129419,-118.3151778389,-128.4325977018,-43.5225686254,-878.83850022,-867.0041541758,-533.4654151939,-136.5473480403,283.3842167874,154.4139060699,8.0651297205,59.9379541228,-146.8887025802,-2.0502924342,50.1964415722,-9.7060895018,23.0473368111,13.6062887349,26.5379180271,43118,2
202,5619.2202148732,3479.8180136052,6120.5756616341,-1676.5896915283,-251.8788474602,-158.3110541875,-1193.2369842868,-62.0051219871,-99.6001886585,68.4561036934,-40.0664029652,148.0633973437,70.1854282787,-62.7573799844,0.1143650382,54.3220051827,-5.5518742396,-1.8519057574,1.2719666606,22.9160319162,40918,2
203,-5473.3221614015,5069.9381526985,1582.232059236,-1634.9102218817,260.2437224642,498.0304585476,-1480.1504025057,552.9841636666,-571.1821169521,-61.1733864652,131.5264374176,15.2695454841,51.4957819215,116.5695626823,32.8782719481,28.2708563798,-37.0104760277,11.4720418025,16.0865824312,34.2244911919,31517,2
204,11752.6252552919,713.8050416245,-1733.6604844668,-288.8931687673,291.7563553604,935.4297699981,-1130.2857679249,-56.3603975587,258.3857298291,165.320071962,-64.8379230537,23.2684549722,-78.264389329,-32.6136292984,-24.8970339739,50.0449506585,-34.0122539932,11.18999514,9.9992568627,12.5434796361,30332,2
205,-36.6018576649,4751.2351010993,2414.5487660659,-1803.8929613728,-249.6753328098,-408.6123248184,-822.6403365902,491.3406633869,-148.0388649594,-60.7178488858,93.3146952613,181.3970944119,-75.3963305026,-64.7502790112,28.8460223247,-38.9410259667,31.5031153742,8.3184171276,20.5203526658,23.5673230631,31964,2
206,-1846.6796719011,2458.4519541435,4752.8079787902,-1404.5796935668,1007.8846175241,89.043557362,-1406.7400012535,-39.2975178572,-270.8215031225,58.1861092823,-114.648004763,160.3099981607,143.6945562652,94.9650362593,19.4708992927,4.5120539127,-26.2522588317,26.7236281492,-6.6440328275,33.0752009304,30073,2
207,9979.5350854579,2265.9730793383,421.1042712755,-533.8600991806,1083.4223843241,1357.9740183933,-1018.8911367687,471.3608549203,204.5559187214,91.73558685,-87.54649358,19.4383818261,-23.4355322911,-49.2745977176,20.796850399,0.6904247423,-44.0426375787,6.8950654021,1.0929457626,10.5270642341,27281,2
208,-2243.7750035104,1486.537171466,1951.9101919493,-15.3078771754,763.5785631335,-1221.193317563,-361.0178567099,-592.6497622829,248.4014213591,-85.2811856261,-152.9591541678,17.9851107741,-42.0360948164,-83.1481023733,-10.5961312158,-11.843101588,15.8256083108,-8.1431016749,15.0960158985,9.8228410791,4182238,5
209,-11775.3752830456,-2645.6684327041,428.6679250823,2643.7745920005,-703.0356327573,89.4702608803,-411.7540374314,-118.5043135007,-377.246361448,-85.4319555195,-209.9138324915,109.8010503987,117.1953344883,38.1880701268,-18.7709283381,68.1468707114,-5.3853573344,-8.139266395,-27.7379475336,-8.6869866608,836082,4
210,-6222.3524348306,2361.1694402886,1015.292823894,-994.7475818389,118.6386092896,-775.0522815946,397.8846606073,-50.0921943999,31.5359334073,96.5534022778,-320.7797961851,-106.3294213835,-81.9256710475,78.457719408,14.9952852165,-12.0518431531,-9.6395943617,-0.996002133,1.4930778253,9.1759658844,195501,3
211,-6897.8853126551,1130.9302807869,227.8506714077,-886.6062179371,-702.7666056473,-503.3175707111,-56.7030019748,251.707976854,-93.8334081729,-150.5006130993,-179.5289946414,-110.6925176869,58.0627313759,77.6139429871,25.6422086271,46.7412108197,3.7872352952,39.4839480745,-20.2653884077,19.2569357219,342824,4
212,-11861.5114369916,-2724.2242029378,553.5398605827,977.3702270944,-79.0498269919,349.479273839,-819.3402575211,-427.6840218577,-408.8742781176,-17.4349944328,-96.849275374,-45.4191344721,-122.7397244221,87.8520891612,33.2257245409,6.4335021895,23.1007847812,34.5828353587,-0.9529272924,-7.6704961231,10795412,5
213,-10635.588832366,1030.1582404253,-284.3210025184,1407.1984036698,-857.0354606325,-25.0035111667,59.4552524468,216.7859225912,-793.6930529434,735.9009357302,39.6824171354,26.3910223199,83.8298283209,-126.6443625376,-57.8047519479,-25.3673447354,-0.874575458,-13.593143489,8.9603384141,0.9057642062,3448122,5
214,-8880.8192255504,-2491.6525978154,1159.1102320983,-706.2326585322,754.2838661637,-417.6969563861,194.8914452639,-63.0711415757,-3.1121347478,-61.8122033492,-327.3655933255,-27.9064851953,-15.1015101618,52.7558624026,-25.9327408329,-50.7921794133,-5.3331993266,45.8490831265,4.1308139676,4.1740508827,520714,4
215,-9942.4966584052,-1196.6274157608,345.5803898239,-1221.4885566875,624.2591547013,248.3749105314,-199.4269351173,-196.3617834402,-306.4076862796,-253.815201497,-311.7348769605,21.106494569,84.9391449923,52.7318476712,13.0941892812,-96.1809984919,-48.5857095114,25.198756212,6.1702868583,14.9236873048,1043633,4
216,-12391.0243513491,162.5116358817,-811.1074809624,988.31068132,-991.6845568111,-470.6478350878,-189.7574284834,184.483678733,-56.5081534989,-239.2701424193,-282.1507497411,-24.9902327257,-43.4430018173,-117.5608378201,33.0467065184,74.7365184982,-8.229664674,-8.9479169065,-31.6375120555,-10.4263441936,20966149,5
217,-7505.4897499758,3996.9204917869,8.8665942615,-1185.1313347518,-517.3795629834,-484.8975560039,-387.2655456425,-46.768279018,-270.905852115,-260.7981532661,150.4835726196,-45.1952971224,137.2002808057,70.347003192,-51.3566931241,117.3184634512,32.8329277683,36.0354174892,-26.538005949,19.1045235032,138884,3
218,-6013.3537236805,3571.0431352751,-634.0297722192,-384.777891993,1163.5458556907,326.3786463103,-213.0721875788,-256.6022852971,315.2257783709,-183.2504440794,-6.4609447134,32.400216942,34.5865973846,-15.3808493025,38.8238642348,-29.471935611,14.2050870221,-17.3142473675,-30.367824418,2.6711492741,3640224,5
219,1087.3226623767,453.637690452,585.595808459,-1528.9606047724,371.2573971796,1319.8918797854,-542.5277519828,-279.5548815135,334.5720454753,-189.369748116,17.0767261867,-61.1608004958,79.4951152383,-37.90663278,-57.1888575602,-21.6897724675,5.6167645043,-15.3607466876,-25.7845112333,18.4870360148,39540716,5
220,6414.4024812642,-6105.6212264611,-2749.5266971584,749.4442820992,1142.776641813,191.3713840531,304.0322408163,176.26202515,-182.7942649947,-329.8033671238,249.0188002957,298.2904191165,-8.5468374679,-23.9738313785,70.0867923042,65.674327552,-3.3137340026,-43.1380580263,3.5413523977,14.2294468863,94044,3
221,-3591.4974096002,-5776.3814223903,-1297.8121664767,-580.0221307305,-546.7301918835,900.038519661,-158.5458255875,341.9458613926,-1.2018598152,-31.003957032,-167.5162466644,-60.1983065046,-161.7086118786,-127.4331297924,-110.676747708,-6.9726762538,32.9770659122,8.7962442744,4.119083962,0.5872271718,714621,4
222,-1460.9222568831,-942.8111078837,1104.0724754417,-1233.1190719236,-560.793187426,-179.4865997045,232.1501637558,-159.9054282404,177.7737097176,-83.4606244207,-278.2615781236,172.7125542305,-111.2775765562,-79.675928925,-72.488767847,-99.6778582946,-48.8497634202,10.9777883468,-44.4634483726,9.1006556459,1755557,4
223,-4759.6682474792,-1826.9115027417,2147.814760793,-720.5973295926,189.5473485988,-429.7379158664,-231.5944647352,266.1760554809,50.493615205,-5.0328004841,-239.0080664735,125.5395543873,-87.2500674641,-89.9439489085,-54.8715066144,43.1346264276,-44.443728374,-20.5678546937,-8.3277046366,5.7953524495,3432391,5
224,-1311.3313632935,-3191.628594426,70.1552551014,-287.5953352516,394.9559729079,-526.288122498,290.3822475033,420.1589695159,110.9031912958,-43.959105692,6.6178961737,-49.8343074881,-58.7854257054,-85.5349006662,-20.0447395226,-72.7179398038,5.4321398604,-5.2342690748,-4.8863890169,8.8755248466,493994,4
225,-2150.431722281,-568.5810664161,-1009.9660144651,-232.17351457,504.7816795555,793.1077391945,-586.8738947739,-53.6068910537,32.2362938919,-161.5594714222,-59.8427972132,56.9988559202,-112.4785913828,-90.4691795194,-70.481428892,47.2308670816,31.3094907916,28.0218615496,20.8474927906,-2.0053179245,1452019,4
226,-883.9246680355,-1379.743172082,1665.9622526788,-1022.4340930984,-415.4564036206,-758.4670243345,460.0154228183,312.5832450642,399.8727673088,-5.0454736857,-118.673542067,10.0957716222,-106.908937073,-87.9317704627,-28.8089816483,-22.4818297537,4.9372975117,-20.8471586917,-33.9437583827,3.9541124972,802045,4
227,-8036.840238258,-386.2778074481,503.9568916503,-684.091662412,720.9468002218,1288.8612909707,-1063.8703001006,-158.1481960424,-407.8990726756,-195.99147935,47.0394805048,6.5651077267,-20.53341337,3.1224712128,-58.8504613204,-14.9518046596,25.1973631929,-5.6444684651,-4.7187016269,11.9886862849,2924126,5
228,-4428.9951800915,-4254.9245282731,2018.1556534638,683.3241274212,1243.9940953139,-82.3127522409,124.8461402141,-52.7171267466,-91.8954801352,-170.9045812538,-233.3653798502,-163.6515284556,-69.0283441645,-25.9920374577,-20.9199049366,-64.7534589512,61.7733411008,16.3695422622,20.4369597011,-11.2649768069,851510,4
229,-1074.8289210025,-608.1418434537,720.1373786287,42.7453865749,264.1269870678,-498.8349871922,31.7039268894,-477.167056877,267.2566435936,35.1321373349,46.0751669364,67.9315537915,-234.3537562846,-76.4706933283,-86.8743004083,45.8805653607,17.4190319781,-3.3645831406,-10.1318463975,3.7532257186,883033,4
230,5412.9403319534,-10486.0249105385,2487.8044299761,1713.9350766717,3308.2018232886,926.1295349026,804.6471068996,-20.7660867736,-338.5983542977,-63.7376418376,28.1253578598,267.8042718535,-44.86602096,-175.0090059645,280.7365573599,242.2207140392,16.0460171935,-43.5001070557,29.3170700638,3.8345271715,20601,2
231,-6554.7048168677,-4903.864131498,51.3416665652,1002.7656331775,-543.9627954787,479.6078536089,-50.1402025369,28.2098395966,5.4315893292,64.0467195244,80.9399965166,-1.5530144297,38.7864082513,-54.3029030169,77.8013842632,52.3788284924,8.9978941662,10.7826952257,18.6993479634,-6.1255434361,108261,3
232,9428.7838944571,229.0204399297,-891.9576008121,826.319438453,840.8783605094,-763.9802982406,407.4971364443,-324.8789184793,-55.465164462,-77.3695916213,352.0789022351,-44.119984306,-75.5095794551,146.8216053868,3.6931849596,-55.4508431026,-63.0355705577,-19.9189774813,-38.1245629983,11.5645352788,90144,3
233,-6430.1022687644,-8114.2004891725,3459.3257073932,2618.6320452311,2941.3114189739,-177.5277474321,80.7038240402,-557.9319974698,-278.7838565368,-186.8485516109,190.8079014687,-60.2791765122,35.7121984612,-6.7199761932,119.7926091194,45.3018945554,-15.6047870355,41.1770304027,80.1587356565,-3.6673279523,305456,4
234,7726.0928978468,-5930.2854324021,237.203194668,1002.9414084548,1752.7670896814,264.9760343142,461.6014755261,-196.729226498,-501.7820457014,-321.2177115562,23.2679643224,405.7402055701,-190.4605077905,-154.2278991787,130.6089273607,120.3415937796,-68.9378859497,-4.298441512,16.1992452638,0.8199749565,288721,3
235,5430.7600143824,1468.6057816739,2462.9868796188,-340.8553672999,1321.7358331539,442.058256492,605.0790969994,457.9212394784,293.568070713,138.6446909068,96.9109102039,-81.2077642843,-48.4832162249,-52.0063344773,-1.1970594532,-18.113367532,-14.0178750284,-14.3920672922,6.2219386087,-8.4863206696,368483,4
236,7684.8852085983,-3850.4077897122,4342.1054353195,1415.3265641472,2045.8607811005,-406.8740087206,408.0276629075,-1189.4024596393,-302.19149715,-358.4202168871,728.4434934193,-408.6841919977,-50.270427617,-90.5804059017,-56.0038688964,87.6693744388,-20.7314247148,-0.785685482,-2.7038875879,-2.3443817131,6467,1
237,5709.2598053354,-3391.1570003144,-1815.7173683102,-1060.5342401246,-1028.4106588367,-30.087166868,-163.7027724729,201.6567008249,356.4640767118,28.0376446134,-124.2719356854,-92.6296352667,-127.8679490504,4.4686366794,-10.4231548616,-0.6803854292,1.0979593635,32.69883427,17.4943105898,13.3564742371,492567,4
238,2897.5044462804,-710.4066019582,-2889.0836215527,-495.9310719668,-697.5292562512,-308.7477094661,-75.417882381,38.3556930353,246.9247160359,155.9598109831,-123.7527292294,-224.3685973861,93.9846669343,-131.6865897342,46.5663136721,2.0086588752,4.2328456204,20.6607495081,38.969486725,8.8853309546,874726,4
239,1059.4938493748,2430.9521648827,2571.765280705,-194.858828034,996.8912882045,-858.3620056741,-252.806429578,-553.4752791799,414.9361260999,92.2371936302,-129.8069643131,48.855851236,29.0917306188,-48.0141324389,-5.2726772159,27.2582783445,-11.8674429797,-4.2614133513,-0.9312547847,-2.627345376,383688,4
240,5098.6102025865,2184.9741448376,2983.4627862683,77.4071716241,-21.3113356384,-604.4855241454,-691.5816055664,-529.8961367503,185.8464127629,-36.5315875812,-157.1436250681,40.2885195857,8.5288373376,-66.8070435526,-21.3873471719,-17.0179568031,7.4489575903,-19.2404477151,10.633711296,-3.3650508369,5101834,5
241,3701.6472819308,-286.4200514531,-1717.904353086,-1015.3772804303,-960.1838457574,-256.3249845983,530.4301347212,-227.2586020396,44.8044752689,226.0796919228,-56.0028764096,-99.4383211134,-55.370148654,-9.1869133148,-127.2320523933,25.664223917,18.0589011413,-2.4346914114,21.8668081644,7.1638175998,15874,1
242,-10198.3350329215,2098.6967047295,-1388.9038710817,-519.5659457465,294.9955569664,-473.1479802741,692.6170614138,-132.0567602833,-34.8472938355,160.9763062181,-50.4839597102,-145.6285731846,-131.3243404745,5.3266258089,56.7249786737,-3.5248867669,1.7085517451,-5.3718349601,15.1378306655,1.3444475265,54658606,5
243,-11224.0035732562,4873.4435323049,-1063.5637621334,44.2870237016,200.102567363,351.683966044,-356.7494974808,104.2186742463,224.6057767719,-151.358173045,64.1375586041,90.8706577474,-37.2686400851,-40.6662795229,67.3337118745,-39.2610247467,-14.1217468273,-7.6431839909,8.8576281579,-8.1163936578,3327823,5
244,-13249.4092725268,5599.7544111094,-1082.312366287,622.1776370747,474.4575207044,968.0486209998,448.3488716189,64.2112917673,226.470275082,-353.7791121452,250.5530469069,-2.3397149039,17.380525239,8.5331311338,98.421778935,-81.2651037173,-4.565371192,59.1808317544,14.1169368517,-53.4335602833,543796,4
245,-11664.217166769,1565.9328751566,-569.5926131128,-808.2960444516,557.4244126958,164.108654879,354.9104198576,-11.6858795051,396.5882537728,270.2273104725,180.6728027381,-130.9085031592,-67.2767945588,-52.3055429455,12.9964927085,-18.8195027547,43.7829076351,-9.273501302,-11.5325123856,-9.5969803792,123660424,5
246,-11651.8671215877,-429.5300410732,-1593.2383352076,-1416.0281055718,-722.2649045965,-765.2655967278,48.2872847503,-29.9277448857,-474.3144760609,498.8731376519,66.6368841603,-56.2144729243,-27.2559037824,-103.9394630501,-53.3353636396,-24.8546092961,13.6825674965,-10.9359157858,63.6459754016,9.6637840918,464761,4
247,-4841.7720292522,1544.2889573955,1296.6405091048,-365.023959351,-877.6881226447,-439.6287803303,175.8665629552,135.5251401193,-120.1747495154,-23.7981043164,-79.4366648654,36.5039361493,91.5919740167,75.2803830058,-24.5567773937,21.0116495517,-23.8309869232,-19.338683028,-2.156609004,-14.6076297046,8486267,5
248,-11829.600861385,-2959.6544385965,212.3188096452,8.5743226666,1270.3099770073,127.862267742,558.351177914,-4.2897530867,228.0021463032,362.0120721764,0.906167875,110.1994342277,-33.2829457232,-2.1548483765,-51.5218499881,69.6861112756,-92.1016122583,-9.286358664,-28.6282411878,-7.4263446082,7452335,5
249,-2905.5428812884,-119.5128561454,758.3456405633,-206.5692933025,-929.4171318695,-529.6286109703,3.7611031217,59.4117201134,-72.429549026,-22.1012694722,5.1679634948,-250.014889218,85.1470061169,84.1335471548,-24.7622646358,51.7731222526,28.8778604771,-13.4398021273,0.0786697226,8.4233958446,909876,4
250,-4196.4147405298,3018.7004960647,-1506.7060461573,-587.7679367467,270.1503712304,-1413.6886885422,-630.3123575081,883.4334404939,-380.2368668733,-84.8253424824,-98.9226091174,-192.4435604048,49.6320718189,52.4064740761,8.8405901288,32.5515414988,2.9290283825,78.9731236367,18.3070883139,10.8881838014,298599,3
251,-8539.291771401,4113.2593913296,1468.6161334486,-271.8787309154,175.8584307975,526.0843850662,-263.0917774209,190.9287821239,87.7160964004,-162.8517238293,148.3522175188,-39.3472493784,8.9802466339,18.9993923253,51.1995852804,-47.9865009274,-0.5485101889,-32.9498530956,0.2864912905,-17.3195201361,3635531,5
252,-9340.1947279864,5977.5755859408,2504.4114954195,6394.8610633726,-2862.7012302104,1687.7275681976,1279.5330362304,390.5541656394,395.2079836885,1.4741149462,-86.8569392081,83.661448007,-7.1388170925,-6.6199010857,-24.5021143199,6.0931907855,-24.4897592481,28.6065847624,5.0750306329,72.8339071865,268410,3
253,-7150.7788057437,1597.0264606894,-1575.3502639848,-513.2275903205,-413.0701085419,-2489.9386787319,-343.306960364,-373.4950022826,-241.8991149256,209.7248606736,-137.4725783464,117.5373396383,165.2540531376,156.0280648378,40.466882824,113.2468738627,-2.6852948087,44.1091549043,-16.2417433374,19.7134803462,707789,4
254,2126.1293319739,3755.9574790473,-1419.7733020663,225.0774553864,-607.9921421746,-356.2774623328,-42.2284620833,261.9817360008,82.9868049527,-32.28623001,-129.0604914361,-211.6087631917,-58.3429061786,35.0180978894,27.9060120834,39.7011041546,3.1764025408,-3.4232926119,0.7298528406,-17.6730477307,546514,4
255,-3464.9142426753,3619.0028402839,-1083.3402086714,-607.7746907106,-51.4864662383,-511.8701519159,175.2633948565,487.7949254158,-38.8916412365,458.6342967316,40.0626769389,-13.849251288,103.5283195841,6.5151601182,-8.8776201184,27.9384642424,4.8593073179,-10.1655921446,22.3914645498,7.9601430961,1212807,4
256,-1036.4340716676,3748.4096957124,-590.6600836838,-179.2988551813,383.6602617317,-708.8230653989,293.5146201283,-200.2725601013,-21.0656458282,473.2963977348,17.0919027974,30.297020913,-108.2039974113,139.3013494008,-0.1190312954,20.8143452624,-3.1580932995,-8.1203440239,3.3201688253,5.2107350257,2779621,5
257,-6120.7130033332,-2582.6419396324,1374.7404638046,-774.2721992275,-119.3877414748,-319.6775469402,-593.0024702097,398.7563341337,403.2569440795,279.6497350262,-127.9973485061,-173.4770200167,-45.0309537597,10.5819955198,91.1990600811,97.474559953,-62.3729671404,35.2949154061,-20.0300912909,11.1800706048,38374,2
258,-12856.1295612352,-5485.4334683004,-99.6297023865,610.1462215677,-825.1430589788,-265.7895671681,238.495556323,1002.1872694766,464.8977279793,106.6755418817,211.6760711594,136.0252551435,-52.9870783149,93.5759732406,-18.3018139387,75.5015008268,52.8624055267,-4.0074022916,-13.6191057729,-7.0915065959,10034863,5
259,-12037.1658344213,-7184.3388538822,-623.5041289323,-1309.5160094555,-1119.4965814306,-1252.6758774281,625.8811510026,218.4487781067,263.7169860086,-330.8162896954,310.7153868051,190.6115318526,-4.591944812,33.7867793675,-43.7333357052,49.255007451,84.7850578484,-12.0099890734,-46.1222103992,22.9743966738,1651348,4
260,-9652.9860066938,-3267.445100362,-682.2966901628,1084.6031559502,-717.3124731623,-1316.5058501832,-679.1756712939,345.6245224938,-25.0478605607,-3.7239287353,158.0984357784,11.6979177258,27.3509084732,9.200564033,52.678807508,-8.8050475741,8.5185635229,29.268747209,23.1453219777,6.5966479138,654801,4
